Composition Code,P (GPa),sigP (GPa),T (K),sigT (K),rho (g/cm^3),sigrho (g/cm^3),nu  (Pa/s),signu (Pa/s),Va (A^3/atom),Vm (cm^3/mol),sigVm (cm^3/mol),#Mg,#Si,#O,#H,H2O (mol %),MgO (mol %),SiO2 (mol %),apfu,Source
MSH40,4.30188,0.04797,2975.76818,0.48704,2.544753767,1.00E-10,0.00104,3.43E-04,10.60728335,36.92405682,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
FoH50,4.48449,0.04324,1783.4159,0.41975,35.33529452,1.00E-10,0.0036,0.00292,9.779501416,35.33529452,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
MSH60,4.87069,0.0382,2963.74459,0.52236,2.338121027,1.00E-10,5.92E-04,3.14E-04,9.629644723,36.88146225,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
FoH50,4.93877,0.04765,2973.95893,0.6997,2.536847402,1.00E-10,9.46E-04,4.01E-04,10.32280705,37.29836644,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
MS,5.2413,0.06103,2992.62926,0.48643,2.871869963,1.00E-10,0.0021,5.60E-04,11.61290204,35.44874388,1.00E-10,33,27,87,0,0.00,55.00,45.00,5.07,This Study
MSH60,5.26308,0.0708,1777.19554,0.53116,34.4226981,1.00E-10,0.00303,0.00232,8.987668408,34.4226981,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
MSH70,6.00114,0.044626,2955.97015,0.44673,2.236947162,1.00E-10,3.99E-04,9.18E-05,8.891421492,36.19885536,1.00E-10,17,12,71,60,50.85,28.81,20.34,6.76,This Study
MSH70,6.46355,0.04284,1772.50792,0.23432,33.61322284,1.00E-10,0.00138,4.44E-04,8.256319957,33.61322284,1.00E-10,17,12,71,60,50.85,28.81,20.34,6.76,This Study
MSH40,6.5001,0.07724,1785.06988,0.23691,33.23165114,1.00E-10,0.00926,0.00601,9.546555014,33.23165114,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
MSH40,6.65345,0.05313,2975.93089,0.50666,2.678688175,1.00E-10,0.0011,2.72E-04,10.07691918,35.07785398,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
FoH50,7.51248,0.07973,1783.72689,0.48389,33.3722226,1.00E-10,0.00815,0.00466,9.236195782,33.3722226,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
FoH50,7.5211,0.05431,2973.80632,0.40803,2.677783369,1.00E-10,0.00113,4.44E-04,9.779501416,35.33529452,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
MSH60,7.81328,0.04801,2963.67886,0.44389,2.505129672,1.00E-10,6.73E-04,1.32E-04,8.987668408,34.4226981,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
MS,8.16767,0.07908,2992.31093,0.23873,3.04080349,1.00E-10,0.00244,4.01E-04,10.96774082,33.47936922,1.00E-10,33,27,87,0,0.00,55.00,45.00,5.07,This Study
MSH60,8.65241,0.0893,1777.47606,0.40514,31.96393395,1.00E-10,0.00315,0.00101,8.345692093,31.96393395,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
MSH70,9.36157,0.045973,2957.25285,0.55247,2.40902002,1.00E-10,4.99E-04,1.11E-04,8.256319957,33.61322284,1.00E-10,17,12,71,60,50.85,28.81,20.34,6.76,This Study
MSH40,9.66006,0.05282,2975.89198,0.68616,2.827504185,1.00E-10,0.00167,2.84E-04,9.546555014,33.23165114,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
MSH40,9.91661,0.1048,1784.95831,0.25033,31.3854483,1.00E-10,0.00748,0.00601,9.016190847,31.3854483,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
MSH70,10.68495,0.05796,1773.37107,0.32971,31.02759031,1.00E-10,0.00251,9.80E-04,7.621218422,31.02759031,1.00E-10,17,12,71,60,50.85,28.81,20.34,6.76,This Study
FoH50,11.02371,0.071,2974.30083,0.58807,2.835300038,1.00E-10,0.00162,1.93E-04,9.236195782,33.3722226,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
FoH50,11.4699,0.07221,1783.68537,0.43038,31.40915068,1.00E-10,0.00903,0.00742,8.692890148,31.40915068,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
MSH60,12.1732,0.059,2964.78265,0.51475,2.697831954,1.00E-10,9.15E-04,2.24E-04,8.345692093,31.96393395,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
MS,12.56588,0.08628,2991.98196,0.31184,3.230853708,1.00E-10,0.00319,0.00149,10.32257959,31.50999456,1.00E-10,33,27,87,0,0.00,55.00,45.00,5.07,This Study
MSH40,13.60616,0.06914,2975.67145,0.54262,2.993827961,1.00E-10,0.00173,9.37E-04,9.016190847,31.3854483,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
MSH60,13.9772,0.06924,1777.54131,0.24447,29.5051698,1.00E-10,0.00391,0.0016,7.703715778,29.5051698,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
MSH70,14.11054,0.045712,2957.27957,0.30465,2.609771689,1.00E-10,7.87E-04,4.67E-04,7.621218422,31.02759031,1.00E-10,17,12,71,60,50.85,28.81,20.34,6.76,This Study
MSH40,14.23496,0.10613,1784.86952,0.33784,29.53924546,1.00E-10,0.01003,0.00802,8.485826679,29.53924546,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
FoH50,15.68531,0.06894,2974.35877,0.50416,3.01250629,1.00E-10,0.00108,3.94E-04,8.692890148,31.40915068,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
FoH50,16.48605,0.14712,1783.57218,0.16543,29.44607876,1.00E-10,0.01603,0.00496,8.149584514,29.44607876,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
MSH70,16.52575,0.08567,1773.21652,0.24997,28.44195779,1.00E-10,0.0022,4.64E-04,6.986116887,28.44195779,1.00E-10,17,12,71,60,50.85,28.81,20.34,6.76,This Study
MS,18.05874,0.15006,2991.47681,0.26307,3.446243955,1.00E-10,0.00386,0.00168,9.677418367,29.5406199,1.00E-10,33,27,87,0,0.00,55.00,45.00,5.07,This Study
MSH60,18.24675,0.08225,2964.76904,0.18927,2.922651284,1.00E-10,0.00114,6.36E-04,7.703715778,29.5051698,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
MSH40,18.73564,0.09137,2975.98528,0.41126,3.180942208,1.00E-10,0.00215,6.72E-04,8.485826679,29.53924546,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
MSH40,20.01192,0.14967,1785.02696,0.14149,27.69304262,1.00E-10,0.03041,0.02661,7.955462512,27.69304262,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
MSH60,20.76043,0.12569,1777.90545,0.47961,27.04640565,1.00E-10,0.00935,0.00295,7.061739463,27.04640565,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
MSH70,21.13026,0.070226,2957.57474,0.43805,2.84702366,1.00E-10,8.55E-04,1.26E-04,6.986116887,28.44195779,1.00E-10,17,12,71,60,50.85,28.81,20.34,6.76,This Study
FoH50,21.70696,0.08361,2973.95137,0.54515,3.213340043,1.00E-10,0.00184,9.50E-04,8.149584514,29.44607876,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
FoH50,23.38396,0.21371,1783.52243,0.16959,27.48300685,1.00E-10,0.02183,0.01521,7.606278879,27.48300685,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
MSH70,24.93817,0.11285,1774.07145,0.18928,25.85632526,1.00E-10,0.00683,0.00501,6.351015351,25.85632526,1.00E-10,17,12,71,60,50.85,28.81,20.34,6.76,This Study
MS,25.18321,0.15982,2991.34128,0.3603,3.692404238,1.00E-10,0.00576,0.00265,9.032257143,27.57124524,1.00E-10,33,27,87,0,0.00,55.00,45.00,5.07,This Study
MSH40,25.35467,0.10493,2975.83804,0.37965,3.393005022,1.00E-10,0.00289,8.01E-04,7.955462512,27.69304262,1.00E-10,28,20,82,28,22.58,45.16,32.26,5.78,This Study
MSH60,27.20023,0.07551,2964.09403,0.4582,3.188346855,1.00E-10,0.00184,8.60E-04,7.061739463,27.04640565,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
FoH50,29.86971,0.11214,2973.72618,0.26087,3.442864332,1.00E-10,0.00344,0.00155,7.606278879,27.48300685,1.00E-10,32,16,80,32,25.00,50.00,25.00,6.00,This Study
MSH70,31.8833,0.072291,2957.92586,0.44717,3.131726026,1.00E-10,0.00152,3.29E-04,8.178369869,25.85632526,1.00E-10,17,12,71,60,50.85,28.81,20.34,5.25,This Study
MSH60,31.97746,0.15209,1778.26565,0.27278,24.5876415,1.00E-10,0.01585,0.01007,6.419763149,24.5876415,1.00E-10,21,15,75,48,40.00,35.00,25.00,6.36,This Study
H2O,5,1.00E-10,523.15,1.00E-10,1.491721854,0.001234869,N/A,N/A,4.026666667,12.08,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,773.15,1.00E-10,1.100794136,0.002689784,N/A,N/A,5.456666667,16.37,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,773.15,1.00E-10,1.171651495,0.002285406,N/A,N/A,5.126666667,15.38,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,773.15,1.00E-10,1.224184783,0.003326589,N/A,N/A,4.906666667,14.72,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3,1.00E-10,773.15,1.00E-10,1.274398868,0.002703817,N/A,N/A,4.713333333,14.14,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,773.15,1.00E-10,1.314369074,0.002876081,N/A,N/A,4.57,13.71,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,773.15,1.00E-10,1.351837959,0.002028264,N/A,N/A,4.443333333,13.33,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,773.15,1.00E-10,1.384024578,0.002125998,N/A,N/A,4.34,13.02,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,773.15,1.00E-10,1.41555381,0.001111983,N/A,N/A,4.243333333,12.73,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,773.15,1.00E-10,1.4416,0.00230656,N/A,N/A,4.166666667,12.5,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,773.15,1.00E-10,1.468622657,0.002393843,N/A,N/A,4.09,12.27,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,773.15,1.00E-10,1.492957746,0.002473832,N/A,N/A,4.023333333,12.07,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,773.15,1.00E-10,1.516835017,0.002553594,N/A,N/A,3.96,11.88,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,873.15,1.00E-10,1.058132707,0.004349342,N/A,N/A,5.676666667,17.03,0.07,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,873.15,1.00E-10,1.132620993,0.002135678,N/A,N/A,5.303333333,15.91,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,873.15,1.00E-10,1.19258769,0.003157082,N/A,N/A,5.036666667,15.11,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3,1.00E-10,873.15,1.00E-10,1.241902136,0.000855894,N/A,N/A,4.836666667,14.51,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,873.15,1.00E-10,1.283475783,0.00274247,N/A,N/A,4.68,14.04,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,873.15,1.00E-10,1.322083639,0.001939961,N/A,N/A,4.543333333,13.63,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,873.15,1.00E-10,1.355906697,0.003060737,N/A,N/A,4.43,13.29,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,873.15,1.00E-10,1.386153846,0.001066272,N/A,N/A,4.333333333,13,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,873.15,1.00E-10,1.41555381,0.003335948,N/A,N/A,4.243333333,12.73,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,873.15,1.00E-10,1.440447642,0.001151437,N/A,N/A,4.17,12.51,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,873.15,1.00E-10,1.46742671,0.002389946,N/A,N/A,4.093333333,12.28,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,873.15,1.00E-10,1.489256198,0.00123079,N/A,N/A,4.033333333,12.1,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,873.15,1.00E-10,1.513014274,0.003811119,N/A,N/A,3.97,11.91,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,873.15,1.00E-10,1.533617021,0.001305206,N/A,N/A,3.916666667,11.75,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,973.15,1.00E-10,0.915650407,0.003722156,N/A,N/A,6.56,19.68,0.08,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,973.15,1.00E-10,1.019807583,0.004617125,N/A,N/A,5.89,17.67,0.08,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,973.15,1.00E-10,1.098780488,0.002679952,N/A,N/A,5.466666667,16.4,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,973.15,1.00E-10,1.158842444,0.003726181,N/A,N/A,5.183333333,15.55,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3,1.00E-10,973.15,1.00E-10,1.210208193,0.003251063,N/A,N/A,4.963333333,14.89,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,973.15,1.00E-10,1.254874652,0.003495473,N/A,N/A,4.786666667,14.36,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,973.15,1.00E-10,1.292682927,0.001854638,N/A,N/A,4.646666667,13.94,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,973.15,1.00E-10,1.328908555,0.000980021,N/A,N/A,4.52,13.56,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,973.15,1.00E-10,1.36,0.003079245,N/A,N/A,4.416666667,13.25,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,973.15,1.00E-10,1.389360062,0.002142421,N/A,N/A,4.323333333,12.97,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,973.15,1.00E-10,1.417781275,0.00223097,N/A,N/A,4.236666667,12.71,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,973.15,1.00E-10,1.442754203,0.002310255,N/A,N/A,4.163333333,12.49,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,973.15,1.00E-10,1.46623271,0.002386058,N/A,N/A,4.096666667,12.29,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,973.15,1.00E-10,1.488026424,0.001228758,N/A,N/A,4.036666667,12.11,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,973.15,1.00E-10,1.510477787,0.001266117,N/A,N/A,3.976666667,11.93,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,973.15,1.00E-10,1.529711375,0.002597133,N/A,N/A,3.926666667,11.78,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,1073.15,1.00E-10,1.127659574,0.002822677,N/A,N/A,5.326666667,15.98,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3,1.00E-10,1073.15,1.00E-10,1.179319372,0.002315418,N/A,N/A,5.093333333,15.28,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,1073.15,1.00E-10,1.22585034,0.003335647,N/A,N/A,4.9,14.7,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,1073.15,1.00E-10,1.265449438,0.002665975,N/A,N/A,4.746666667,14.24,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,1073.15,1.00E-10,1.30296457,0.002826387,N/A,N/A,4.61,13.83,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,1073.15,1.00E-10,1.335804299,0.001980436,N/A,N/A,4.496666667,13.49,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,1073.15,1.00E-10,1.365151515,0.003102617,N/A,N/A,4.4,13.2,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,1073.15,1.00E-10,1.393658159,0.001077849,N/A,N/A,4.31,12.93,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,1073.15,1.00E-10,1.418897638,0.002234484,N/A,N/A,4.233333333,12.7,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,1073.15,1.00E-10,1.443910256,0.002313959,N/A,N/A,4.16,12.48,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,1073.15,1.00E-10,1.468622657,0.001196921,N/A,N/A,4.09,12.27,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,1073.15,1.00E-10,1.488026424,0.001228758,N/A,N/A,4.036666667,12.11,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,1073.15,1.00E-10,1.507949791,0.002523765,N/A,N/A,3.983333333,11.95,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9,1.00E-10,1073.15,1.00E-10,1.529711375,0.002597133,N/A,N/A,3.926666667,11.78,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9.5,1.00E-10,1073.15,1.00E-10,1.546781116,0.002655418,N/A,N/A,3.883333333,11.65,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,1073.15,1.00E-10,1.564236111,0.001357844,N/A,N/A,3.84,11.52,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,1173.15,1.00E-10,0.832332564,0.005382289,N/A,N/A,7.216666667,21.65,0.14,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,1173.15,1.00E-10,0.949920928,0.004005992,N/A,N/A,6.323333333,18.97,0.08,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,1173.15,1.00E-10,1.098110908,0.004684203,N/A,N/A,5.47,16.41,0.07,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,1173.15,1.00E-10,1.240192705,0.003414157,N/A,N/A,4.843333333,14.53,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,1173.15,1.00E-10,1.276203966,0.001807654,N/A,N/A,4.706666667,14.12,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,1173.15,1.00E-10,1.311499272,0.001909024,N/A,N/A,4.58,13.74,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,1173.15,1.00E-10,1.341772152,0.001998171,N/A,N/A,4.476666667,13.43,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,1173.15,1.00E-10,1.370342205,0.002084171,N/A,N/A,4.383333333,13.15,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,1173.15,1.00E-10,1.397982933,0.002169097,N/A,N/A,4.296666667,12.89,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,1173.15,1.00E-10,1.423380727,0.002248627,N/A,N/A,4.22,12.66,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,1173.15,1.00E-10,1.445068164,0.002317671,N/A,N/A,4.156666667,12.47,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,1173.15,1.00E-10,1.46742671,0.002389946,N/A,N/A,4.093333333,12.28,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,1173.15,1.00E-10,1.489256198,0.00123079,N/A,N/A,4.033333333,12.1,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9,1.00E-10,1173.15,1.00E-10,1.507949791,0.002523765,N/A,N/A,3.983333333,11.95,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9.5,1.00E-10,1173.15,1.00E-10,1.527118644,0.002588337,N/A,N/A,3.933333333,11.8,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,1173.15,1.00E-10,1.545454545,0.001325433,N/A,N/A,3.886666667,11.66,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,11,1.00E-10,1173.15,1.00E-10,1.579316389,0.002768302,N/A,N/A,3.803333333,11.41,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,1273.15,1.00E-10,0.914720812,0.004643253,N/A,N/A,6.566666667,19.7,0.1,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,1273.15,1.00E-10,1.002782415,0.001674094,N/A,N/A,5.99,17.97,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,1273.15,1.00E-10,1.066903493,0.003158388,N/A,N/A,5.63,16.89,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,1273.15,1.00E-10,1.174706649,0.00229734,N/A,N/A,5.113333333,15.34,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,1273.15,1.00E-10,1.215924426,0.003281847,N/A,N/A,4.94,14.82,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,1273.15,1.00E-10,1.254001392,0.002617957,N/A,N/A,4.79,14.37,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,1273.15,1.00E-10,1.288984263,0.00092202,N/A,N/A,4.66,13.98,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,1273.15,1.00E-10,1.318215069,0.001928625,N/A,N/A,4.556666667,13.67,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,1273.15,1.00E-10,1.348802395,0.003028748,N/A,N/A,4.453333333,13.36,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,1273.15,1.00E-10,1.375572519,0.002100111,N/A,N/A,4.366666667,13.1,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,1273.15,1.00E-10,1.4001554,0.003263766,N/A,N/A,4.29,12.87,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,1273.15,1.00E-10,1.425632911,0.002255748,N/A,N/A,4.213333333,12.64,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,1273.15,1.00E-10,1.446227929,0.002321393,N/A,N/A,4.153333333,12.46,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,1273.15,1.00E-10,1.468622657,0.002393843,N/A,N/A,4.09,12.27,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9,1.00E-10,1273.15,1.00E-10,1.488026424,0.002457517,N/A,N/A,4.036666667,12.11,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9.5,1.00E-10,1273.15,1.00E-10,1.507949791,0.002523765,N/A,N/A,3.983333333,11.95,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,1273.15,1.00E-10,1.527118644,0.001294168,N/A,N/A,3.933333333,11.8,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,11,1.00E-10,1273.15,1.00E-10,1.56152513,0.001353141,N/A,N/A,3.846666667,11.54,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,12,1.00E-10,1273.15,1.00E-10,1.593280283,0.001408736,N/A,N/A,3.77,11.31,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,1373.15,1.00E-10,0.760016871,0.005128752,N/A,N/A,7.903333333,23.71,0.16,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,1373.15,1.00E-10,0.882036221,0.004317358,N/A,N/A,6.81,20.43,0.1,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,1373.15,1.00E-10,0.970905172,0.004184936,N/A,N/A,6.186666667,18.56,0.08,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,1373.15,1.00E-10,1.230874317,0.003363045,N/A,N/A,4.88,14.64,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,1373.15,1.00E-10,1.266338721,0.002669723,N/A,N/A,4.743333333,14.23,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,1373.15,1.00E-10,1.299206921,0.001873406,N/A,N/A,4.623333333,13.87,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
