Composition Code,P (GPa),sigP (GPa),T (K),sigT (K),rho (g/cm^3),sigrho (g/cm^3),nu  (Pa/s),signu (Pa/s),Va (A^3/atom),Vm (cm^3/mol),sigVm (cm^3/mol),#Mg,#Si,#O,#H,H2O (mol %),MgO (mol %),SiO2 (mol %),apfu,Source
H2O,6,1.00E-10,1373.15,1.00E-10,1.327929256,0.001957154,N/A,N/A,4.523333333,13.57,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,1373.15,1.00E-10,1.355906697,0.002040492,N/A,N/A,4.43,13.29,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,1373.15,1.00E-10,1.380842912,0.001058117,N/A,N/A,4.35,13.05,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,1373.15,1.00E-10,1.405616225,0.002192849,N/A,N/A,4.273333333,12.82,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,1373.15,1.00E-10,1.427892235,0.002262904,N/A,N/A,4.206666667,12.62,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,1373.15,1.00E-10,1.450885668,0.00233637,N/A,N/A,4.14,12.42,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9,1.00E-10,1373.15,1.00E-10,1.469820555,0.00239775,N/A,N/A,4.086666667,12.26,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9.5,1.00E-10,1373.15,1.00E-10,1.489256198,0.00123079,N/A,N/A,4.033333333,12.1,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,1373.15,1.00E-10,1.507949791,0.001261883,N/A,N/A,3.983333333,11.95,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,11,1.00E-10,1373.15,1.00E-10,1.542808219,0.002641795,N/A,N/A,3.893333333,11.68,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,12,1.00E-10,1373.15,1.00E-10,1.573799127,0.001374497,N/A,N/A,3.816666667,11.45,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,13,1.00E-10,1373.15,1.00E-10,1.60749331,0.001433982,N/A,N/A,3.736666667,11.21,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.1,1.00E-10,1773.15,1.00E-10,0.117249008,0.002685383,N/A,N/A,51.23,153.69,3.52,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.2,1.00E-10,1773.15,1.00E-10,0.220914552,0.001949963,N/A,N/A,27.19,81.57,0.72,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.5,1.00E-10,1773.15,1.00E-10,0.43865628,0.002455963,N/A,N/A,13.69333333,41.08,0.23,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,1773.15,1.00E-10,0.647037702,0.003717272,N/A,N/A,9.283333333,27.85,0.16,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,1773.15,1.00E-10,0.872639225,0.002112928,N/A,N/A,6.883333333,20.65,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,1773.15,1.00E-10,1.187088274,0.001564016,N/A,N/A,5.06,15.18,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,1773.15,1.00E-10,1.442754203,0.001155127,N/A,N/A,4.163333333,12.49,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,1873.15,1.00E-10,0.625043358,0.003252047,N/A,N/A,9.61,28.83,0.15,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,1873.15,1.00E-10,0.755555556,0.004435127,N/A,N/A,7.95,23.85,0.14,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,1873.15,1.00E-10,0.85,0.002806604,N/A,N/A,7.066666667,21.2,0.07,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3,1.00E-10,1873.15,1.00E-10,0.989023052,0.003799759,N/A,N/A,6.073333333,18.22,0.07,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,1873.15,1.00E-10,1.042220937,0.00361673,N/A,N/A,5.763333333,17.29,0.06,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,1873.15,1.00E-10,1.090139141,0.003297457,N/A,N/A,5.51,16.53,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,1873.15,1.00E-10,1.130489335,0.002127646,N/A,N/A,5.313333333,15.94,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,1873.15,1.00E-10,1.168612192,0.002273565,N/A,N/A,5.14,15.42,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,1873.15,1.00E-10,1.203740815,0.003216408,N/A,N/A,4.99,14.97,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,1873.15,1.00E-10,1.235939643,0.004238476,N/A,N/A,4.86,14.58,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,1873.15,1.00E-10,1.265449438,0.002665975,N/A,N/A,4.746666667,14.24,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,1873.15,1.00E-10,1.290830946,0.002773992,N/A,N/A,4.653333333,13.96,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,1873.15,1.00E-10,1.318215069,0.001928625,N/A,N/A,4.556666667,13.67,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,1873.15,1.00E-10,1.341772152,0.002997257,N/A,N/A,4.476666667,13.43,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,1873.15,1.00E-10,1.366186505,0.002071549,N/A,N/A,4.396666667,13.19,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9,1.00E-10,1873.15,1.00E-10,1.387220939,0.003203744,N/A,N/A,4.33,12.99,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9.5,1.00E-10,1873.15,1.00E-10,1.408913213,0.002203148,N/A,N/A,4.263333333,12.79,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,1873.15,1.00E-10,1.427892235,0.002262904,N/A,N/A,4.206666667,12.62,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,11,1.00E-10,1873.15,1.00E-10,1.463850528,0.001189156,N/A,N/A,4.103333333,12.31,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,12,1.00E-10,1873.15,1.00E-10,1.499168053,0.001247228,N/A,N/A,4.006666667,12.02,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,13,1.00E-10,1873.15,1.00E-10,1.531011045,0.002601548,N/A,N/A,3.923333333,11.77,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,14,1.00E-10,1873.15,1.00E-10,1.56152513,0.001353141,N/A,N/A,3.846666667,11.54,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,15,1.00E-10,1873.15,1.00E-10,1.589065256,0.002802584,N/A,N/A,3.78,11.34,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,16,1.00E-10,1873.15,1.00E-10,1.616143498,0.001449456,N/A,N/A,3.716666667,11.15,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,17,1.00E-10,1873.15,1.00E-10,1.639672429,0.001491968,N/A,N/A,3.663333333,10.99,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,18,1.00E-10,1873.15,1.00E-10,1.665434381,0.001539218,N/A,N/A,3.606666667,10.82,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,19,1.00E-10,1873.15,1.00E-10,1.685687558,0.001576883,N/A,N/A,3.563333333,10.69,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.1,1.00E-10,2273.15,1.00E-10,0.08989773,0.001923977,N/A,N/A,66.81666667,200.45,4.29,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.2,1.00E-10,2273.15,1.00E-10,0.16814407,0.003530131,N/A,N/A,35.72333333,107.17,2.25,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.5,1.00E-10,2273.15,1.00E-10,0.352987267,0.004701887,N/A,N/A,17.01666667,51.05,0.68,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,2273.15,1.00E-10,0.547720365,0.00449497,N/A,N/A,10.96666667,32.9,0.27,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,2273.15,1.00E-10,0.774054983,0.003989974,N/A,N/A,7.76,23.28,0.12,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,2273.15,1.00E-10,1.104166667,0.002029718,N/A,N/A,5.44,16.32,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,2273.15,1.00E-10,1.372429551,0.002090525,N/A,N/A,4.376666667,13.13,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,20,1.00E-10,2273.15,1.00E-10,1.660829493,0.001530718,N/A,N/A,3.616666667,10.85,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,2373.15,1.00E-10,0.53078056,0.005159281,N/A,N/A,11.31666667,33.95,0.33,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,2373.15,1.00E-10,0.658625731,0.003851612,N/A,N/A,9.12,27.36,0.16,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,2373.15,1.00E-10,0.759696459,0.005124428,N/A,N/A,7.906666667,23.72,0.16,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,2373.15,1.00E-10,0.838139535,0.003508491,N/A,N/A,7.166666667,21.5,0.09,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3,1.00E-10,2373.15,1.00E-10,0.9000999,0.006294405,N/A,N/A,6.673333333,20.02,0.14,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,2373.15,1.00E-10,0.956475584,0.003046101,N/A,N/A,6.28,18.84,0.06,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,2373.15,1.00E-10,1.00614182,0.003370659,N/A,N/A,5.97,17.91,0.06,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,2373.15,1.00E-10,1.048894063,0.00305266,N/A,N/A,5.726666667,17.18,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,2373.15,1.00E-10,1.090799031,0.00330145,N/A,N/A,5.506666667,16.52,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,2373.15,1.00E-10,1.127659574,0.004234016,N/A,N/A,5.326666667,15.98,0.06,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,2373.15,1.00E-10,1.157353886,0.004459938,N/A,N/A,5.19,15.57,0.06,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,2373.15,1.00E-10,1.188654354,0.003136291,N/A,N/A,5.053333333,15.16,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,2373.15,1.00E-10,1.220040623,0.002478078,N/A,N/A,4.923333333,14.77,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,2373.15,1.00E-10,1.245335176,0.002581897,N/A,N/A,4.823333333,14.47,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,2373.15,1.00E-10,1.269908386,0.002684796,N/A,N/A,4.73,14.19,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,2373.15,1.00E-10,1.296402878,0.002797992,N/A,N/A,4.633333333,13.9,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9,1.00E-10,2373.15,1.00E-10,1.317251462,0.001925806,N/A,N/A,4.56,13.68,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9.5,1.00E-10,2373.15,1.00E-10,1.338781575,0.002983911,N/A,N/A,4.486666667,13.46,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,2373.15,1.00E-10,1.358974359,0.002049735,N/A,N/A,4.42,13.26,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,11,1.00E-10,2373.15,1.00E-10,1.396899225,0.002165735,N/A,N/A,4.3,12.9,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,12,1.00E-10,2373.15,1.00E-10,1.433571997,0.002280942,N/A,N/A,4.19,12.57,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,13,1.00E-10,2373.15,1.00E-10,1.46623271,0.001193029,N/A,N/A,4.096666667,12.29,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,14,1.00E-10,2373.15,1.00E-10,1.497921862,0.002490311,N/A,N/A,4.01,12.03,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,15,1.00E-10,2373.15,1.00E-10,1.525825572,0.001291978,N/A,N/A,3.936666667,11.81,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,16,1.00E-10,2373.15,1.00E-10,1.553448276,0.002678359,N/A,N/A,3.866666667,11.6,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,17,1.00E-10,2373.15,1.00E-10,1.579316389,0.001384151,N/A,N/A,3.803333333,11.41,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,18,1.00E-10,2373.15,1.00E-10,1.606060606,0.001431427,N/A,N/A,3.74,11.22,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,19,1.00E-10,2373.15,1.00E-10,1.627822945,0.001470481,N/A,N/A,3.69,11.07,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,20,1.00E-10,2373.15,1.00E-10,1.65018315,0.001511157,N/A,N/A,3.64,10.92,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,2873.15,1.00E-10,0.465873837,0.005299496,N/A,N/A,12.89333333,38.68,0.44,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,2873.15,1.00E-10,0.591595535,0.00407863,N/A,N/A,10.15333333,30.46,0.21,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,2873.15,1.00E-10,0.687261632,0.004980157,N/A,N/A,8.74,26.22,0.19,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,2873.15,1.00E-10,0.763559322,0.006794384,N/A,N/A,7.866666667,23.6,0.21,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3,1.00E-10,2873.15,1.00E-10,0.830797603,0.004979423,N/A,N/A,7.23,21.69,0.13,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,2873.15,1.00E-10,0.887684729,0.004810114,N/A,N/A,6.766666667,20.3,0.11,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,2873.15,1.00E-10,0.939030745,0.003914667,N/A,N/A,6.396666667,19.19,0.08,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,2873.15,1.00E-10,0.982016349,0.002675794,N/A,N/A,6.116666667,18.35,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,2873.15,1.00E-10,1.020385051,0.002888972,N/A,N/A,5.886666667,17.66,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,2873.15,1.00E-10,1.058754407,0.004354454,N/A,N/A,5.673333333,17.02,0.07,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,2873.15,1.00E-10,1.094775213,0.003325563,N/A,N/A,5.486666667,16.46,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,2873.15,1.00E-10,1.12625,0.002815625,N/A,N/A,5.333333333,16,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,2873.15,1.00E-10,1.153649168,0.002954287,N/A,N/A,5.206666667,15.62,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,2873.15,1.00E-10,1.18319107,0.003884409,N/A,N/A,5.076666667,15.23,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,2873.15,1.00E-10,1.209395973,0.004058376,N/A,N/A,4.966666667,14.9,0.05,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,2873.15,1.00E-10,1.23255814,0.003372252,N/A,N/A,4.873333333,14.62,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9,1.00E-10,2873.15,1.00E-10,1.255749129,0.003500346,N/A,N/A,4.783333333,14.35,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9.5,1.00E-10,2873.15,1.00E-10,1.278921221,0.00363072,N/A,N/A,4.696666667,14.09,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,2873.15,1.00E-10,1.299206921,0.002810109,N/A,N/A,4.623333333,13.87,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,11,1.00E-10,2873.15,1.00E-10,1.339776952,0.00298835,N/A,N/A,4.483333333,13.45,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,12,1.00E-10,2873.15,1.00E-10,1.375572519,0.002100111,N/A,N/A,4.366666667,13.1,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,13,1.00E-10,2873.15,1.00E-10,1.410015649,0.003309896,N/A,N/A,4.26,12.78,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,14,1.00E-10,2873.15,1.00E-10,1.4416,0.00115328,N/A,N/A,4.166666667,12.5,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,15,1.00E-10,2873.15,1.00E-10,1.473426002,0.001204764,N/A,N/A,4.076666667,12.23,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,16,1.00E-10,2873.15,1.00E-10,1.499168053,0.001247228,N/A,N/A,4.006666667,12.02,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,17,1.00E-10,2873.15,1.00E-10,1.525825572,0.001291978,N/A,N/A,3.936666667,11.81,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,18,1.00E-10,2873.15,1.00E-10,1.553448276,0.004017539,N/A,N/A,3.866666667,11.6,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,19,1.00E-10,2873.15,1.00E-10,1.576552931,0.002758623,N/A,N/A,3.81,11.43,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,20,1.00E-10,2873.15,1.00E-10,1.598935226,0.001418754,N/A,N/A,3.756666667,11.27,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.2,1.00E-10,3273.15,1.00E-10,0.117570301,0.001603197,N/A,N/A,51.09,153.27,2.09,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.5,1.00E-10,3273.15,1.00E-10,0.257355041,0.00294036,N/A,N/A,23.34,70.02,0.8,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,3273.15,1.00E-10,0.426710869,0.003233424,N/A,N/A,14.07666667,42.23,0.32,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,3273.15,1.00E-10,0.641737892,0.003885165,N/A,N/A,9.36,28.08,0.17,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,3273.15,1.00E-10,0.97616468,0.0021152,N/A,N/A,6.153333333,18.46,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,3273.15,1.00E-10,1.26013986,0.001762433,N/A,N/A,4.766666667,14.3,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,20,1.00E-10,3273.15,1.00E-10,1.564236111,0.001357844,N/A,N/A,3.84,11.52,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,3373.15,1.00E-10,0.416070192,0.004034853,N/A,N/A,14.43666667,43.31,0.42,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1.5,1.00E-10,3373.15,1.00E-10,0.535990482,0.003188522,N/A,N/A,11.20666667,33.62,0.2,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,3373.15,1.00E-10,0.628312413,0.005038768,N/A,N/A,9.56,28.68,0.23,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2.5,1.00E-10,3373.15,1.00E-10,0.705559906,0.004972623,N/A,N/A,8.513333333,25.54,0.18,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3,1.00E-10,3373.15,1.00E-10,0.776389487,0.004014077,N/A,N/A,7.736666667,23.21,0.12,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,3.5,1.00E-10,3373.15,1.00E-10,0.828886845,0.007625454,N/A,N/A,7.246666667,21.74,0.2,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4,1.00E-10,3373.15,1.00E-10,0.880742913,0.006457059,N/A,N/A,6.82,20.46,0.15,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,4.5,1.00E-10,3373.15,1.00E-10,0.925051335,0.001899489,N/A,N/A,6.493333333,19.48,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,3373.15,1.00E-10,0.963121325,0.005662392,N/A,N/A,6.236666667,18.71,0.11,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5.5,1.00E-10,3373.15,1.00E-10,1.003899721,0.005592756,N/A,N/A,5.983333333,17.95,0.1,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6,1.00E-10,3373.15,1.00E-10,1.036823936,0.003579369,N/A,N/A,5.793333333,17.38,0.06,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,6.5,1.00E-10,3373.15,1.00E-10,1.072619048,0.00510771,N/A,N/A,5.6,16.8,0.08,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7,1.00E-10,3373.15,1.00E-10,1.100794136,0.004034676,N/A,N/A,5.456666667,16.37,0.06,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,7.5,1.00E-10,3373.15,1.00E-10,1.129072682,0.002829756,N/A,N/A,5.32,15.96,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8,1.00E-10,3373.15,1.00E-10,1.154388213,0.002218555,N/A,N/A,5.203333333,15.61,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,8.5,1.00E-10,3373.15,1.00E-10,1.179319372,0.002315418,N/A,N/A,5.093333333,15.28,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9,1.00E-10,3373.15,1.00E-10,1.202134757,0.002405873,N/A,N/A,4.996666667,14.99,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,9.5,1.00E-10,3373.15,1.00E-10,1.22668482,0.002505143,N/A,N/A,4.896666667,14.69,0.03,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,3373.15,1.00E-10,1.248787249,0.003461642,N/A,N/A,4.81,14.43,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,11,1.00E-10,3373.15,1.00E-10,1.288062902,0.00368281,N/A,N/A,4.663333333,13.99,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,12,1.00E-10,3373.15,1.00E-10,1.327929256,0.003914309,N/A,N/A,4.523333333,13.57,0.04,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,13,1.00E-10,3373.15,1.00E-10,1.362055933,0.002059041,N/A,N/A,4.41,13.23,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,14,1.00E-10,3373.15,1.00E-10,1.393658159,0.002155697,N/A,N/A,4.31,12.93,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,15,1.00E-10,3373.15,1.00E-10,1.424505929,0.002252183,N/A,N/A,4.216666667,12.65,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,16,1.00E-10,3373.15,1.00E-10,1.452054795,0.002340137,N/A,N/A,4.136666667,12.41,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,17,1.00E-10,3373.15,1.00E-10,1.479474548,0.002429351,N/A,N/A,4.06,12.18,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,18,1.00E-10,3373.15,1.00E-10,1.506688963,0.002519547,N/A,N/A,3.986666667,11.96,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,19,1.00E-10,3373.15,1.00E-10,1.52841391,0.002592729,N/A,N/A,3.93,11.79,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,20,1.00E-10,3373.15,1.00E-10,1.553448276,0.00133918,N/A,N/A,3.866666667,11.6,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.1,1.00E-10,4273.15,1.00E-10,0.048331724,0.00085427,N/A,N/A,124.28,372.84,6.59,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.2,1.00E-10,4273.15,1.00E-10,0.092843526,0.001334605,N/A,N/A,64.69666667,194.09,2.79,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,0.5,1.00E-10,4273.15,1.00E-10,0.208203351,0.003295651,N/A,N/A,28.85,86.55,1.37,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,1,1.00E-10,4273.15,1.00E-10,0.352366054,0.003720721,N/A,N/A,17.04666667,51.14,0.54,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,2,1.00E-10,4273.15,1.00E-10,0.553439803,0.003739458,N/A,N/A,10.85333333,32.56,0.22,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,5,1.00E-10,4273.15,1.00E-10,0.882900539,0.002595494,N/A,N/A,6.803333333,20.41,0.06,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,10,1.00E-10,4273.15,1.00E-10,1.170890188,0.001521625,N/A,N/A,5.13,15.39,0.02,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,20,1.00E-10,4273.15,1.00E-10,1.483127572,0.001220681,N/A,N/A,4.05,12.15,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)
H2O,50,1.00E-10,4273.15,1.00E-10,1.941810345,0.002092468,N/A,N/A,3.093333333,9.28,0.01,0,0,256,512,100,0,0,3,Zhang & Duan (2005)